name,season,fp,games,pergfp,price,fppd
Aaron Gordon,2014-2015,716.5,47,15.2,,
Aaron Gordon,2015-2016,2368.0,78,30.4,,
Aaron Gordon,2016-2017,2545.0,80,31.8,,
Aaron Gordon,2017-2018,2582.5,58,44.5,,
Aaron Gordon,2018-2019,3416.0,78,43.8,,
Aaron Gordon,2019-2020,2681.5,62,43.2,23.0,116.6
Aaron Gordon,2020-2021,1698.0,50,34.0,42.0,40.4
Aaron Gordon,2021-2022,2769.5,75,36.9,,
Aaron Henry,2021-2022,6.0,6,1.0,,
Aaron Holiday,2018-2019,714.5,50,14.3,,
Aaron Holiday,2019-2020,1685.5,66,25.5,,
Aaron Holiday,2020-2021,1112.5,66,16.9,,
Aaron Holiday,2021-2022,1121.5,63,17.8,,
Aaron Nesmith,2020-2021,546.5,46,11.9,,
Aaron Nesmith,2021-2022,423.0,52,8.1,,
Aaron Wiggins,2021-2022,994.0,50,19.9,,
Abdel Nader,2021-2022,107.0,14,7.6,,
Abdel Nader,2019-2020,757.5,55,13.8,,
Abdel Nader,2020-2021,375.5,24,15.6,,
Abdel Nader,2017-2018,343.0,48,7.1,,
Abdel Nader,2018-2019,558.5,61,9.2,,
Admiral Schofield,2019-2020,241.0,33,7.3,,
Admiral Schofield,2021-2022,352.0,38,9.3,,
Al Horford,2016-2017,3110.5,68,45.7,,
Al Horford,2020-2021,1140.0,28,40.7,7.0,162.9
Al Horford,2019-2020,2643.5,67,39.5,7.0,377.6
Al Horford,2018-2019,3088.5,68,45.4,,
Al Horford,2017-2018,3128.0,71,44.1,,
Al Horford,2014-2015,3577.5,76,47.1,,
Al Horford,2021-2022,2735.0,69,39.6,1.0,2735.0
Al Horford,2013-2014,1539.0,29,53.1,,
Al Horford,2012-2013,4176.5,74,56.4,,
Al Horford,2011-2012,442.0,11,40.2,,
Al Horford,2010-2011,3984.5,77,51.7,,
Al Horford,2015-2016,3818.0,81,47.1,,
Al-Farouq Aminu,2018-2019,2339.0,81,28.9,,
Al-Farouq Aminu,2016-2017,1675.5,61,27.5,,
Al-Farouq Aminu,2020-2021,385.5,23,16.8,,
Al-Farouq Aminu,2019-2020,310.5,18,17.2,,
Al-Farouq Aminu,2015-2016,2339.0,82,28.5,,
Al-Farouq Aminu,2017-2018,2011.0,69,29.1,,
Al-Farouq Aminu,2013-2014,1962.5,78,25.2,,
Al-Farouq Aminu,2014-2015,1533.0,74,20.7,,
Al-Farouq Aminu,2012-2013,2126.5,76,28.0,,
Al-Farouq Aminu,2011-2012,1260.5,66,19.1,,
Al-Farouq Aminu,2010-2011,1165.5,81,14.4,,
Alec Burks,2021-2022,2514.5,81,31.0,,
Alec Burks,2020-2021,1461.5,49,29.8,,
Alec Burks,2019-2020,2261.5,66,34.3,,
Alec Burks,2018-2019,1427.0,64,22.3,,
Alec Burks,2017-2018,1073.0,64,16.8,,
Alec Burks,2015-2016,813.5,31,26.2,,
Alec Burks,2014-2015,837.5,27,31.0,,
Alec Burks,2013-2014,2275.0,76,29.9,,
Alec Burks,2012-2013,1035.0,64,16.2,,
Alec Burks,2011-2012,910.5,59,15.4,,
Alec Burks,2016-2017,593.5,42,14.1,,
Aleksej Pokusevski,2020-2021,959.0,45,21.3,,
Aleksej Pokusevski,2021-2022,1464.5,61,24.0,,
Alex Caruso,2020-2021,1209.5,58,20.9,,
Alex Caruso,2019-2020,1091.5,64,17.1,,
Alex Caruso,2021-2022,1164.0,41,28.4,,
Alex Caruso,2017-2018,472.5,37,12.8,,
Alex Caruso,2018-2019,660.0,25,26.4,,
Alex Len,2013-2014,292.5,41,7.1,,
Alex Len,2014-2015,1784.5,69,25.9,,
Alex Len,2015-2016,2248.0,78,28.8,,
Alex Len,2016-2017,2074.0,77,26.9,,
Alex Len,2017-2018,2055.5,69,29.8,,
Alex Len,2018-2019,2261.0,77,29.4,,
Alex Len,2019-2020,1419.5,55,25.8,1.0,1419.5
Alex Len,2020-2021,1327.0,64,20.7,,
Alex Len,2021-2022,741.5,39,19.0,,
Alize Johnson,2021-2022,157.0,23,6.8,,
Alize Johnson,2020-2021,334.0,18,18.6,,
Alize Johnson,2018-2019,54.0,14,3.9,,
Alize Johnson,2019-2020,140.5,17,8.3,,
Alperen Sengun,2021-2022,2194.0,72,30.5,6.0,365.7
Amir Coffey,2019-2020,139.0,18,7.7,,
Amir Coffey,2020-2021,302.0,44,6.9,,
Amir Coffey,2021-2022,1494.5,69,21.7,,
Andre Drummond,2018-2019,5226.5,79,66.2,,
Andre Drummond,2021-2022,2552.5,73,35.0,7.0,364.6
Andre Drummond,2020-2021,2350.5,46,51.1,162.0,14.5
Andre Drummond,2019-2020,3723.0,57,65.3,113.0,32.9
Andre Drummond,2017-2018,5007.0,78,64.2,,
Andre Drummond,2014-2015,4345.5,82,53.0,,
Andre Drummond,2015-2016,4644.0,80,58.0,,
Andre Drummond,2016-2017,4173.5,81,51.5,,
Andre Drummond,2013-2014,4343.0,80,54.3,,
Andre Drummond,2012-2013,1935.0,60,32.2,,
Andre Iguodala,2021-2022,668.0,31,21.5,,
Andre Iguodala,2020-2021,1137.0,63,18.0,,
Andre Iguodala,2019-2020,420.5,21,20.0,,
Andre Iguodala,2018-2019,1668.5,68,24.5,,
Andre Iguodala,2017-2018,1523.5,64,23.8,,
Andre Iguodala,2016-2017,2108.5,76,27.7,,
Andre Iguodala,2015-2016,1631.5,64,25.5,,
Andre Iguodala,2014-2015,1896.0,77,24.6,,
Andre Iguodala,2013-2014,2005.0,63,31.8,,
Andre Iguodala,2012-2013,3314.0,80,41.4,,
Andre Iguodala,2011-2012,2655.0,62,42.8,,
Andre Iguodala,2010-2011,3122.5,67,46.6,,
Andrew Wiggins,2021-2022,2796.5,73,38.3,20.0,139.8
Andrew Wiggins,2020-2021,2983.5,71,42.0,42.0,71.0
Andrew Wiggins,2019-2020,2583.5,54,47.8,32.0,80.7
Andrew Wiggins,2018-2019,2825.5,73,38.7,,
Andrew Wiggins,2016-2017,3621.5,82,44.2,,
Andrew Wiggins,2015-2016,3224.0,81,39.8,,
Andrew Wiggins,2014-2015,2986.0,82,36.4,,
Andrew Wiggins,2017-2018,3035.0,82,37.0,,
Anfernee Simons,2018-2019,130.5,20,6.5,,
Anfernee Simons,2019-2020,1194.0,70,17.1,,
Anfernee Simons,2020-2021,1070.5,64,16.7,,
Anfernee Simons,2021-2022,2021.5,57,35.5,,
Anthony Davis,2020-2021,2087.5,36,58.0,195.0,10.7
Anthony Davis,2019-2020,4398.5,62,70.9,176.0,25.0
Anthony Davis,2018-2019,4467.0,56,79.8,,
Anthony Davis,2017-2018,5892.5,75,78.6,,
Anthony Davis,2013-2014,4369.5,67,65.2,,
Anthony Davis,2015-2016,4010.0,60,66.8,,
Anthony Davis,2014-2015,5048.0,68,74.2,,
Anthony Davis,2012-2013,2820.0,64,44.1,,
Anthony Davis,2016-2017,5591.0,75,74.5,,
Anthony Davis,2021-2022,2694.0,40,67.4,150.0,18.0
Anthony Edwards,2021-2022,3361.5,72,46.7,35.0,96.0
Anthony Edwards,2020-2021,2890.5,72,40.1,3.0,963.5
Anthony Gill,2020-2021,238.0,26,9.2,,
Anthony Gill,2021-2022,482.0,44,11.0,,
Anthony Lamb,2020-2021,327.0,24,13.6,,
Anthony Lamb,2021-2022,4.0,2,2.0,,
Armoni Brooks,2020-2021,460.5,20,23.0,,
Armoni Brooks,2021-2022,685.5,54,12.7,,
Arnoldas Kulboka,2021-2022,-1.0,2,-0.5,,
Austin Reaves,2021-2022,1233.0,61,20.2,,
Austin Rivers,2021-2022,960.0,67,14.3,,
Austin Rivers,2020-2021,703.5,36,19.5,,
Austin Rivers,2019-2020,1370.5,68,20.2,,
Austin Rivers,2018-2019,1492.5,76,19.6,,
Austin Rivers,2017-2018,2091.0,61,34.3,,
Austin Rivers,2015-2016,1266.0,67,18.9,,
Austin Rivers,2014-2015,1339.5,76,17.6,,
Austin Rivers,2013-2014,1213.5,67,18.1,,
Austin Rivers,2012-2013,884.5,61,14.5,,
Austin Rivers,2016-2017,1868.0,74,25.2,,
Avery Bradley,2017-2018,1250.5,46,27.2,,
Avery Bradley,2021-2022,943.5,62,15.2,,
Avery Bradley,2020-2021,418.0,27,15.5,1.0,418.0
Avery Bradley,2019-2020,933.0,49,19.0,,
Avery Bradley,2018-2019,1448.5,63,23.0,,
Avery Bradley,2016-2017,2145.5,55,39.0,,
Avery Bradley,2011-2012,1105.5,64,17.3,,
Avery Bradley,2014-2015,2194.0,77,28.5,,
Avery Bradley,2013-2014,1726.5,58,29.8,,
Avery Bradley,2012-2013,1140.5,50,22.8,,
Avery Bradley,2010-2011,108.0,31,3.5,,
Avery Bradley,2015-2016,2481.0,76,32.6,,
Ayo Dosunmu,2021-2022,1994.5,77,25.9,,
Bam Adebayo,2021-2022,3164.5,56,56.5,92.0,34.4
Bam Adebayo,2017-2018,1640.5,69,23.8,,
Bam Adebayo,2018-2019,2659.0,82,32.4,,
Bam Adebayo,2019-2020,4171.0,72,57.9,23.0,181.3
Bam Adebayo,2020-2021,3895.0,64,60.9,128.0,30.4
Ben McLemore,2019-2020,1420.5,71,20.0,,
Ben McLemore,2018-2019,150.0,19,7.9,,
Ben McLemore,2020-2021,745.0,53,14.1,,
Ben McLemore,2017-2018,926.0,56,16.5,,
Ben McLemore,2021-2022,1170.0,64,18.3,,
Ben McLemore,2015-2016,1101.5,68,16.2,,
Ben McLemore,2013-2014,1378.0,81,17.0,,
Ben McLemore,2016-2017,954.0,61,15.6,,
Ben McLemore,2014-2015,2024.0,82,24.7,,
Ben Simmons,2017-2018,4983.5,81,61.5,,
Ben Simmons,2018-2019,4923.0,79,62.3,,
Ben Simmons,2019-2020,3552.5,57,62.3,105.0,33.8
Ben Simmons,2020-2021,2975.0,58,51.3,138.0,21.6
Blake Griffin,2015-2016,1979.5,35,56.6,,
Blake Griffin,2020-2021,1340.5,46,29.1,20.0,67.0
Blake Griffin,2019-2020,579.5,18,32.2,51.0,11.4
Blake Griffin,2018-2019,4232.0,75,56.4,,
Blake Griffin,2017-2018,3103.5,58,53.5,,
Blake Griffin,2016-2017,3432.5,61,56.3,,
Blake Griffin,2013-2014,4966.0,79,62.9,,
Blake Griffin,2021-2022,1105.5,56,19.7,,
Blake Griffin,2012-2013,4126.0,80,51.6,,
Blake Griffin,2011-2012,3908.0,66,59.2,,
Blake Griffin,2010-2011,5258.0,82,64.1,,
Blake Griffin,2014-2015,3869.0,67,57.7,,
Boban Marjanovic,2020-2021,464.5,33,14.1,,
Boban Marjanovic,2017-2018,606.5,39,15.6,,
Boban Marjanovic,2021-2022,185.0,23,8.0,,
Boban Marjanovic,2019-2020,814.5,44,18.5,,
Boban Marjanovic,2015-2016,869.5,54,16.1,,
Boban Marjanovic,2016-2017,581.5,35,16.6,,
Boban Marjanovic,2018-2019,1230.5,58,21.2,,
Bobby Portis,2015-2016,1308.0,62,21.1,,
Bobby Portis,2016-2017,1151.5,64,18.0,,
Bobby Portis,2017-2018,2493.5,73,34.2,,
Bobby Portis,2018-2019,1868.5,50,37.4,,
Bobby Portis,2019-2020,1670.0,66,25.3,,
Bobby Portis,2020-2021,2166.5,66,32.8,,
Bobby Portis,2021-2022,2984.5,72,41.5,2.0,1492.2
Bogdan Bogdanovic,2020-2021,1680.5,44,38.2,21.0,80.0
Bogdan Bogdanovic,2017-2018,2217.5,78,28.4,,
Bogdan Bogdanovic,2018-2019,2351.0,70,33.6,,
Bogdan Bogdanovic,2019-2020,2087.0,61,34.2,1.0,2087.0
Bogdan Bogdanovic,2021-2022,2184.5,63,34.7,3.0,728.2
Bojan Bogdanovic,2020-2021,2270.5,72,31.5,16.0,141.9
Bojan Bogdanovic,2021-2022,2312.5,69,33.5,5.0,462.5
Bojan Bogdanovic,2019-2020,2247.5,63,35.7,7.0,321.1
Bojan Bogdanovic,2018-2019,2830.5,81,34.9,,
Bojan Bogdanovic,2016-2017,2017.5,81,24.9,,
Bojan Bogdanovic,2015-2016,1654.5,79,20.9,,
Bojan Bogdanovic,2014-2015,1391.5,78,17.8,,
Bojan Bogdanovic,2017-2018,2220.5,80,27.8,,
Bol Bol,2019-2020,107.5,7,15.4,,
Bol Bol,2020-2021,158.5,32,5.0,,
Bol Bol,2021-2022,88.0,14,6.3,,
Bradley Beal,2016-2017,3553.0,77,46.1,,
Bradley Beal,2021-2022,2123.0,40,53.1,,
Bradley Beal,2020-2021,3692.5,60,61.5,101.0,36.6
Bradley Beal,2019-2020,3605.0,57,63.2,132.0,27.3
Bradley Beal,2018-2019,4873.0,82,59.4,,
Bradley Beal,2015-2016,1961.5,55,35.7,,
Bradley Beal,2014-2015,2196.0,63,34.9,,
Bradley Beal,2013-2014,2598.0,71,36.6,,
Bradley Beal,2012-2013,1777.0,56,31.7,,
Bradley Beal,2017-2018,4022.5,82,49.1,,
Brandon Boston Jr.,2021-2022,772.5,51,15.1,,
Brandon Clarke,2020-2021,1898.0,59,32.2,4.0,474.5
Brandon Clarke,2019-2020,1931.5,58,33.3,,
Brandon Clarke,2021-2022,2088.0,64,32.6,,
Brandon Ingram,2017-2018,2359.5,59,40.0,,
Brandon Ingram,2021-2022,2860.0,55,52.0,73.0,39.2
Brandon Ingram,2020-2021,3148.5,61,51.6,75.0,42.0
Brandon Ingram,2016-2017,1817.0,79,23.0,,
Brandon Ingram,2018-2019,2022.5,52,38.9,,
Brandon Ingram,2019-2020,3230.5,62,52.1,7.0,461.5
Brian Bowen II,2019-2020,16.0,6,2.7,,
Brian Bowen II,2020-2021,6.0,6,1.0,,
Brodric Thomas,2020-2021,328.5,32,10.3,,
Brodric Thomas,2021-2022,61.5,12,5.1,,
Brook Lopez,2019-2020,2410.5,68,35.4,18.0,133.9
Brook Lopez,2018-2019,2795.0,81,34.5,,
Brook Lopez,2017-2018,2349.0,74,31.7,,
Brook Lopez,2016-2017,3409.5,75,45.5,,
Brook Lopez,2015-2016,3938.0,73,53.9,,
Brook Lopez,2012-2013,3598.5,74,48.6,,
Brook Lopez,2013-2014,803.5,17,47.3,,
Brook Lopez,2011-2012,185.5,5,37.1,,
Brook Lopez,2010-2011,3813.0,82,46.5,,
Brook Lopez,2020-2021,2244.0,70,32.1,7.0,320.6
Brook Lopez,2014-2015,3306.0,72,45.9,,
Brook Lopez,2021-2022,375.0,13,28.8,,
Bruce Brown,2020-2021,1813.0,65,27.9,,
Bruce Brown,2021-2022,2101.0,72,29.2,,
Bruce Brown,2019-2020,1774.5,58,30.6,,
Bruce Brown,2018-2019,1049.0,74,14.2,,
Bruno Fernando,2019-2020,774.5,56,13.8,,
Bruno Fernando,2020-2021,169.0,33,5.1,,
Bruno Fernando,2021-2022,265.5,30,8.8,,
Bryn Forbes,2016-2017,181.0,36,5.0,,
Bryn Forbes,2017-2018,1096.0,80,13.7,,
Bryn Forbes,2018-2019,2076.5,82,25.3,,
Bryn Forbes,2019-2020,1355.0,63,21.5,,
Bryn Forbes,2020-2021,1247.0,70,17.8,,
Bryn Forbes,2021-2022,1200.0,75,16.0,,
Buddy Hield,2021-2022,2705.0,81,33.4,36.0,75.1
Buddy Hield,2020-2021,2659.0,71,37.5,53.0,50.2
Buddy Hield,2019-2020,2774.0,72,38.5,50.0,55.5
Buddy Hield,2016-2017,1749.5,82,21.3,,
Buddy Hield,2017-2018,2379.5,80,29.7,,
Buddy Hield,2018-2019,3501.5,82,42.7,,
CJ Elleby,2020-2021,170.0,30,5.7,,
CJ Elleby,2021-2022,1017.0,58,17.5,,
CJ McCollum,2019-2020,3416.5,70,48.8,36.0,94.9
CJ McCollum,2021-2022,3113.0,62,50.2,54.0,57.6
CJ McCollum,2020-2021,2418.5,47,51.5,42.0,57.6
CJ McCollum,2018-2019,3026.0,70,43.2,,
CJ McCollum,2016-2017,3791.0,80,47.4,,
CJ McCollum,2015-2016,3535.5,80,44.2,,
CJ McCollum,2014-2015,917.0,62,14.8,,
CJ McCollum,2013-2014,350.0,37,9.5,,
CJ McCollum,2017-2018,3576.0,81,44.1,,
Cade Cunningham,2021-2022,2864.0,64,44.8,21.0,136.4
Caleb Martin,2019-2020,300.5,18,16.7,,
Caleb Martin,2020-2021,763.5,53,14.4,,
Caleb Martin,2021-2022,1465.0,60,24.4,,
Cam Reddish,2021-2022,1012.0,49,20.7,,
Cam Reddish,2019-2020,1371.0,58,23.6,,
Cam Reddish,2020-2021,645.5,26,24.8,7.0,92.2
Cam Thomas,2021-2022,1165.5,67,17.4,,
Cameron Johnson,2019-2020,1246.5,57,21.9,,
Cameron Johnson,2020-2021,1308.0,60,21.8,,
Cameron Johnson,2021-2022,1874.5,66,28.4,,
Cameron Oliver,2021-2022,58.5,2,29.2,,
Cameron Oliver,2020-2021,127.5,4,31.9,,
Cameron Payne,2020-2021,1502.5,60,25.0,,
Cameron Payne,2019-2020,234.5,8,29.3,,
Cameron Payne,2021-2022,1760.0,58,30.3,,
Cameron Payne,2018-2019,718.5,40,18.0,,
Cameron Payne,2017-2018,720.0,25,28.8,,
Cameron Payne,2016-2017,378.5,31,12.2,,
Cameron Payne,2015-2016,785.5,57,13.8,,
Caris LeVert,2016-2017,1184.0,57,20.8,,
Caris LeVert,2017-2018,2293.5,71,32.3,,
Caris LeVert,2018-2019,1358.0,40,34.0,,
Caris LeVert,2019-2020,1878.0,45,41.7,13.0,144.5
Caris LeVert,2020-2021,2345.5,47,49.9,20.0,117.3
Caris LeVert,2021-2022,2277.5,58,39.3,11.0,207.0
Carlik Jones,2021-2022,15.5,5,3.1,,
Carmelo Anthony,2021-2022,2034.0,69,29.5,,
Carmelo Anthony,2019-2020,2005.5,58,34.6,,
Carmelo Anthony,2018-2019,274.5,10,27.4,,
Carmelo Anthony,2017-2018,2665.5,78,34.2,,
Carmelo Anthony,2016-2017,3418.5,74,46.2,,
Carmelo Anthony,2020-2021,1960.5,69,28.4,4.0,490.1
Carmelo Anthony,2014-2015,2052.5,40,51.3,,
Carmelo Anthony,2013-2014,4693.0,77,60.9,,
Carmelo Anthony,2012-2013,3766.5,67,56.2,,
Carmelo Anthony,2011-2012,2742.5,55,49.9,,
Carmelo Anthony,2010-2011,4197.5,77,54.5,,
Carmelo Anthony,2015-2016,3796.0,72,52.7,,
Cassius Stanley,2020-2021,80.5,24,3.4,,
Cassius Stanley,2021-2022,114.5,9,12.7,,
Cassius Winston,2020-2021,97.0,22,4.4,,
Cassius Winston,2021-2022,31.0,7,4.4,,
Cedi Osman,2021-2022,1521.5,66,23.1,,
Cedi Osman,2020-2021,1502.0,59,25.5,1.0,1502.0
Cedi Osman,2019-2020,1704.5,65,26.2,,
Cedi Osman,2017-2018,588.0,61,9.6,,
Cedi Osman,2018-2019,2263.0,76,29.8,,
Chandler Hutchison,2018-2019,670.5,44,15.2,,
Chandler Hutchison,2019-2020,542.5,28,19.4,,
Chandler Hutchison,2020-2021,285.5,25,11.4,,
Chandler Hutchison,2021-2022,8.0,6,1.3,,
Charles Bassey,2021-2022,285.0,23,12.4,,
Chasson Randle,2020-2021,614.5,41,15.0,,
Chasson Randle,2016-2017,308.0,26,11.8,,
Chasson Randle,2018-2019,677.5,49,13.8,,
Chasson Randle,2019-2020,24.5,3,8.2,,
Chaundee Brown,2021-2022,68.0,5,13.6,,
Chimezie Metu,2021-2022,1471.5,60,24.5,,
Chimezie Metu,2020-2021,598.0,36,16.6,,
Chimezie Metu,2018-2019,137.0,29,4.7,,
Chimezie Metu,2019-2020,170.5,18,9.5,,
Chris Boucher,2017-2018,0.0,1,0.0,,
Chris Boucher,2018-2019,315.0,28,11.2,,
Chris Boucher,2019-2020,1327.5,62,21.4,,
Chris Boucher,2020-2021,2442.5,60,40.7,1.0,2442.5
Chris Boucher,2021-2022,2241.0,80,28.0,,
Chris Chiozza,2018-2019,26.5,7,3.8,,
Chris Chiozza,2019-2020,483.5,28,17.3,,
Chris Chiozza,2020-2021,321.5,22,14.6,,
Chris Chiozza,2021-2022,256.5,34,7.5,,
Chris Duarte,2021-2022,1573.0,55,28.6,,
Chris Paul,2021-2022,3936.0,65,60.6,52.0,75.7
Chris Paul,2019-2020,3494.5,70,49.9,89.0,39.3
Chris Paul,2018-2019,3020.0,58,52.1,,
Chris Paul,2017-2018,3222.0,57,56.5,,
Chris Paul,2016-2017,3693.0,61,60.5,,
Chris Paul,2020-2021,3903.0,70,55.8,52.0,75.1
Chris Paul,2014-2015,5358.5,82,65.3,,
Chris Paul,2013-2014,4163.0,61,68.2,,
Chris Paul,2012-2013,4253.5,70,60.8,,
Chris Paul,2011-2012,3781.5,60,63.0,,
Chris Paul,2010-2011,4694.0,80,58.7,,
Chris Paul,2015-2016,4761.5,74,64.3,,
Chris Silva,2019-2020,488.5,44,11.1,,
Chris Silva,2020-2021,104.5,15,7.0,,
Chris Silva,2021-2022,93.0,10,9.3,,
Christian Wood,2021-2022,3412.0,68,50.2,46.0,74.2
Christian Wood,2020-2021,2209.0,41,53.9,80.0,27.6
Christian Wood,2019-2020,2116.0,62,34.1,,
Christian Wood,2016-2017,115.5,13,8.9,,
Christian Wood,2015-2016,179.0,17,10.5,,
Christian Wood,2018-2019,416.0,21,19.8,,
Chuma Okeke,2020-2021,1101.5,45,24.5,,
Chuma Okeke,2021-2022,1827.5,70,26.1,,
Clint Capela,2021-2022,3438.0,74,46.5,60.0,57.3
Clint Capela,2014-2015,118.0,12,9.8,,
Clint Capela,2015-2016,2110.0,77,27.4,,
